source_id,source_url,source_title,original_question,self_contained_question,question_type,clinical_domain,why_open,difficulty
PMID:17460161,https://pubmed.ncbi.nlm.nih.gov/17460161/,Biological aging is no longer an unsolved problem.,The resolution of age-associated diseases will not advance our understanding of the fundamental aging process. The impact has been to fund research on age-associated diseases at several orders of magnitude greater than what is available for research on the biology of aging.,"How can research funding and policy be restructured to adequately support studies of the fundamental biology of aging as distinct from age-associated diseases, given that understanding aging mechanisms could provide insights into preventing all age-related pathologies simultaneously?",mechanism,Geriatrics,The author argues that a critical misunderstanding conflating aging research with disease research has led to massive underfunding of fundamental aging biology; this resource allocation question remains unresolved.,3
PMID:35378557,https://pubmed.ncbi.nlm.nih.gov/35378557/,Evidence for Neoadjuvant Therapy in Resectable Pancreatic Cancer.,"Currently, there is an ongoing debate about the use of neoadjuvant therapy in both resectable and borderline resectable disease.",Does neoadjuvant chemotherapy or chemoradiotherapy improve overall survival compared with upfront surgery followed by adjuvant chemotherapy in patients with resectable or borderline resectable pancreatic cancer?,treatment,Oncology,High-level evidence from adequately powered RCTs comparing neoadjuvant versus adjuvant approaches in resectable pancreatic cancer remains scarce despite ongoing studies.,4
PMID:35378557,https://pubmed.ncbi.nlm.nih.gov/35378557/,Evidence for Neoadjuvant Therapy in Resectable Pancreatic Cancer.,"A key problem is the definition of resectability which was traditionally based on anatomical criteria; however, it has become clear that this definition is not adequate as tumour biology as well as patient-related prognostic factors are not taken into consideration.","How should resectability of pancreatic cancer be defined to incorporate tumor biology (molecular markers, genomic features) and patient-related prognostic factors beyond the traditional anatomical criteria based on vascular involvement?",methodology,Oncology,The current anatomical classification of pancreatic cancer resectability does not adequately predict outcomes; a biologically informed definition incorporating molecular and patient factors has not been standardized.,4
PMID:35378557,https://pubmed.ncbi.nlm.nih.gov/35378557/,Evidence for Neoadjuvant Therapy in Resectable Pancreatic Cancer.,A second unsolved problem is the difficulty to standardise neoadjuvant therapy - multiple protocols are used around the world.,"What is the optimal neoadjuvant therapy regimen (FOLFIRINOX, gemcitabine/nab-paclitaxel, chemoradiation, or other protocols) for pancreatic cancer, and can a standardized protocol be established based on tumor and patient characteristics?",treatment,Oncology,"Unlike the adjuvant setting where large RCTs have established standards, neoadjuvant therapy for pancreatic cancer uses highly heterogeneous protocols worldwide with no consensus on the optimal regimen.",4
PMID:35378557,https://pubmed.ncbi.nlm.nih.gov/35378557/,Evidence for Neoadjuvant Therapy in Resectable Pancreatic Cancer.,"Success control under neoadjuvant treatment is not effectively defined - usually only CA 19-9 as the most common marker can aid in clinical decision making, as imaging often fails to show actual response.","What biomarkers or imaging modalities can reliably assess response to neoadjuvant therapy in pancreatic cancer, given that conventional cross-sectional imaging (CT/MRI) often fails to distinguish treatment-related fibrosis from residual viable tumor, and CA 19-9 has significant limitations?",diagnosis,Oncology,"Current methods for monitoring neoadjuvant treatment response in pancreatic cancer are inadequate; imaging cannot reliably detect pathological response, and CA 19-9 is not expressed in all patients.",4
PMID:34959862,https://pubmed.ncbi.nlm.nih.gov/34959862/,Healthy Diet for Healthy Aging.,Our review identified a knowledge gap in dietary patterns and multidimensional concepts of healthy aging.,"What is the relationship between specific dietary patterns (e.g., Mediterranean, DASH, plant-based diets) and the multidimensional concept of healthy aging as defined by the WHO's intrinsic capacity framework, which includes domains of cognition, psychological health, sensory function, vitality, and locomotion?",prevention,Nutrition,Most epidemiological studies on diet and aging use single-dimension outcomes; studies using the WHO intrinsic capacity model as a comprehensive outcome measure for healthy aging are lacking.,3
PMID:34959862,https://pubmed.ncbi.nlm.nih.gov/34959862/,Healthy Diet for Healthy Aging.,More epidemiological studies should consider intrinsic capacity as an outcome measure to further our understanding of a healthy diet and multidimensional concepts of healthy aging.,"Can evidence-based dietary interventions be designed and validated through clinical trials to improve intrinsic capacity (cognition, mobility, vitality, sensory function, psychological well-being) and extend healthspan in aging populations?",prevention,Nutrition,"While observational data suggest plant-based diets benefit aspects of healthy aging, there is insufficient clinical trial evidence to establish dietary strategies specifically targeting multidimensional healthy aging outcomes.",3
PMID:36707729,https://pubmed.ncbi.nlm.nih.gov/36707729/,Pharmacogenomics: current status and future perspectives.,"Major challenges of implementation lie at the point of delivery into health-care systems, including the modification of current clinical pathways coupled with a massive knowledge gap in pharmacogenomics in the health-care workforce.","How can pharmacogenomic testing be effectively integrated into routine clinical workflows and healthcare delivery systems, given the massive knowledge gap in pharmacogenomics among healthcare professionals and the need to modify existing clinical pathways?",methodology,Pharmacology,"Despite decreasing genotyping costs and growing evidence, implementation of pharmacogenomics in clinical practice faces major barriers including workforce education, clinical decision support systems, and pathway redesign.",3
PMID:36707729,https://pubmed.ncbi.nlm.nih.gov/36707729/,Pharmacogenomics: current status and future perspectives.,"Inter-individual variability in drug response, be it efficacy or safety, is common and likely to become an increasing problem globally given the growing elderly population requiring treatment.","How can pharmacogenomic approaches be optimized to address inter-individual variability in drug response (both efficacy and adverse effects) in the growing elderly population, who are often on multiple medications and underrepresented in pharmacogenomic studies?",treatment,Pharmacology,"The elderly are disproportionately affected by drug response variability due to polypharmacy and age-related physiological changes, yet pharmacogenomic data in this population are limited.",4
PMID:37772882,https://pubmed.ncbi.nlm.nih.gov/37772882/,The Biological Basis of Sex Differences in Athletic Performance: Consensus Statement for the American College of Sports Medicine.,"We identify gaps in the knowledge of sex differences in athletic performance and the underlying mechanisms, providing substantial opportunities for high-impact studies.","What are the specific physiological and molecular mechanisms underlying the 10-30% sex differences in athletic performance across endurance, strength, speed, and power events, and how do sex steroid hormones (testosterone, estradiol) differentially affect training adaptations in males versus females?",mechanism,Orthopedics,"While the overall magnitude of sex differences in performance is well documented, the detailed mechanistic pathways, particularly the roles of specific sex hormones in training adaptations and recovery, are incompletely understood.",3
PMID:37772882,https://pubmed.ncbi.nlm.nih.gov/37772882/,The Biological Basis of Sex Differences in Athletic Performance: Consensus Statement for the American College of Sports Medicine.,A major step toward closing the knowledge gap is to include more and equitable numbers of women to that of men in mechanistic studies.,"How do female-specific physiological factors (menstrual cycle phase, hormonal contraceptive use, menopausal status) influence acute exercise responses, chronic training adaptations, and injury risk, given the historical underrepresentation of women in exercise science research?",mechanism,Orthopedics,"Women have been systematically underrepresented in exercise physiology studies, creating fundamental knowledge gaps about female-specific responses to exercise and training.",3
PMID:34995762,https://pubmed.ncbi.nlm.nih.gov/34995762/,Mucous membrane pemphigoid.,The pathophysiology of MMP is yet incompletely understood.,"What are the detailed pathophysiological mechanisms by which autoantibodies against basement membrane zone proteins (BP180/collagen XVII, laminin 332, type VII collagen) cause the tissue damage, scarring, and mucosal lesions characteristic of mucous membrane pemphigoid (MMP)?",mechanism,Dermatology,"Despite identification of the target autoantigens, the precise cascade from autoantibody binding to tissue destruction and scarring in MMP is incompletely understood; a mouse model was only recently developed.",4
PMID:34995762,https://pubmed.ncbi.nlm.nih.gov/34995762/,Mucous membrane pemphigoid.,Future studies are needed to better understand the clinical complexity and associations as well as to establish widely available diagnostic assays and evidence-based therapeutic strategies.,"What widely available diagnostic assays can be developed for mucous membrane pemphigoid (MMP) to reliably detect autoantibodies against its various target antigens (BP180, laminin 332, BP230, type VII collagen), particularly anti-laminin 332 antibodies whose detection is critical due to the association with occult malignancy in approximately 25% of affected patients?",diagnosis,Dermatology,"Current diagnosis relies on direct immunofluorescence microscopy and specialized serological tests that are not widely available; standardized, accessible diagnostic assays are lacking.",4
PMID:34995762,https://pubmed.ncbi.nlm.nih.gov/34995762/,Mucous membrane pemphigoid.,Future studies are needed to establish evidence-based therapeutic strategies.,"What are the optimal evidence-based treatment strategies for different clinical presentations of mucous membrane pemphigoid, including patients with isolated oral involvement, isolated ocular involvement, and those with both anti-laminin 332 antibodies and associated malignancy?",treatment,Dermatology,Current MMP treatment is based on expert consensus and small case series; large randomized controlled trials establishing evidence-based treatment algorithms for this rare disease are absent.,4
PMID:33654273,https://pubmed.ncbi.nlm.nih.gov/33654273/,Electroimmunology and cardiac arrhythmia.,We aim to bridge the knowledge gap between electrophysiology and immunology... and to explore promising opportunities for future research.,"How do cardiac immune cells (leukocytes, macrophages) directly influence cardiac electrophysiology and conduction, and can they be arrhythmogenic by altering cardiomyocyte phenotype or directly interfering with electrical conduction in the heart?",mechanism,Cardiology,The role of immune cells as direct modulators of cardiac conduction is a newly emerging field; whether leukocytes can directly participate in or disrupt electrical signaling in the heart is poorly understood.,5
PMID:33654273,https://pubmed.ncbi.nlm.nih.gov/33654273/,Electroimmunology and cardiac arrhythmia.,Many of the underlying conditions that give rise to arrhythmia - including atrial fibrillation and ventricular arrhythmia - can have an inflammatory component.,"What is the causal role of inflammation in the initiation and maintenance of cardiac arrhythmias such as atrial fibrillation and ventricular arrhythmia, and can anti-inflammatory therapies targeting specific immune pathways serve as novel antiarrhythmic treatments?",treatment,Cardiology,"While inflammation is increasingly recognized as more than an epiphenomenon in arrhythmia, the causal mechanisms are unclear and anti-inflammatory antiarrhythmic strategies are untested.",4
PMID:33654273,https://pubmed.ncbi.nlm.nih.gov/33654273/,Electroimmunology and cardiac arrhythmia.,The recently discovered inflammatory and non-canonical functions of cardiac immune cells indicate that leukocytes can be arrhythmogenic either by altering tissue composition or by interacting with cardiomyocytes.,"What are the electrophysiological properties of cardiac-resident leukocytes, and through what mechanisms (gap junction coupling, cytokine signaling, direct cell-cell interaction) do they modulate cardiomyocyte electrical activity in both healthy and diseased hearts?",mechanism,Cardiology,The electrophysiological properties of cardiac immune cells and their specific interaction mechanisms with cardiomyocytes are only beginning to be characterized.,5
PMID:37978982,https://pubmed.ncbi.nlm.nih.gov/37978982/,Artificial Intelligence in Skin Cancer Diagnosis: A Reality Check.,The practical utility of AI-assisted diagnosis in a clinical environment is still largely unknown.,"What is the real-world clinical utility of artificial intelligence (AI)-assisted skin cancer diagnosis when deployed in actual clinical settings (consumer self-screening, general practice, dermatology clinics), as opposed to the controlled research environments where most studies have been conducted?",diagnosis,Dermatology,"Most AI skin cancer diagnostic studies assess accuracy in artificial settings; real-world clinical utility including workflow integration, impact on clinical outcomes, and cost-effectiveness is largely unknown.",3
PMID:37978982,https://pubmed.ncbi.nlm.nih.gov/37978982/,Artificial Intelligence in Skin Cancer Diagnosis: A Reality Check.,There exists a knowledge gap concerning the optimal use cases and deployment settings for these AI systems as well as the practical challenges that may arise from widespread implementation.,"What are the optimal clinical settings and use cases for deploying AI-based skin cancer diagnostic tools (consumer apps, general practitioner decision support, dermatologist second opinion), and what practical challenges (liability, regulatory approval, health equity, algorithmic bias across skin types) arise from widespread implementation?",methodology,Dermatology,"The appropriate deployment context, target user, and implementation framework for AI skin cancer diagnostics have not been established; practical challenges including bias, regulation, and liability are unresolved.",3
PMID:33320308,https://pubmed.ncbi.nlm.nih.gov/33320308/,An update on non-thyroidal illness syndrome.,There is at present insufficient evidence that TH supplementation is beneficial for NTIS. There is a clear need for adequately powered randomized clinical trials with clinically relevant endpoints to fill this knowledge gap.,"Should critically ill patients with non-thyroidal illness syndrome (NTIS), characterized by low serum triiodothyronine (T3) levels, receive thyroid hormone supplementation, and if so, what dose, formulation (T3 vs. T4), and timing would improve clinical outcomes?",treatment,Endocrinology,"Despite decades of observation that low T3 correlates with morbidity and mortality in critical illness, no adequately powered RCT has demonstrated clinical benefit of thyroid hormone supplementation in NTIS.",4
PMID:33320308,https://pubmed.ncbi.nlm.nih.gov/33320308/,An update on non-thyroidal illness syndrome.,"Tissue TH concentrations during NTIS do not necessarily reflect serum low TH concentrations and may decrease, remain unaltered, or even increase according to the organ and type of illness studied.","How do tissue-level thyroid hormone concentrations differ from serum levels during non-thyroidal illness syndrome (NTIS), and what are the organ-specific determinants (deiodinases, transporters, receptors) that cause differential tissue thyroid hormone availability in different critical illnesses?",mechanism,Endocrinology,"The disconnect between serum and tissue thyroid hormone levels in NTIS, driven by organ-specific regulation of transporters, receptors, and deiodinases, is only partially characterized.",4
PMID:33320308,https://pubmed.ncbi.nlm.nih.gov/33320308/,An update on non-thyroidal illness syndrome.,"A fascinating role for TH metabolism in innate immune cells, including neutrophils and monocytes/macrophages, was reported in recent years, but there is no evidence at this early stage that this may be a determinant of susceptibility to infections.","Does altered thyroid hormone metabolism in innate immune cells (neutrophils, monocytes, macrophages) during non-thyroidal illness syndrome affect immune function and susceptibility to infections in critically ill patients?",mechanism,Endocrinology,The recent discovery that innate immune cells have active thyroid hormone metabolism raises the question of whether NTIS-related immune cell thyroid hormone changes contribute to the immunosuppression and infection susceptibility seen in critical illness; no evidence exists yet.,5
PMID:22676281,https://pubmed.ncbi.nlm.nih.gov/22676281/,RECOVER evidence and knowledge gap analysis on veterinary CPR. Part 7: Clinical guidelines.,"Many knowledge gaps were identified across five domains: Preparedness and Prevention, Basic Life Support, Advanced Life Support, Monitoring, and Post-Cardiac Arrest Care.","What are the optimal evidence-based protocols for veterinary cardiopulmonary resuscitation (CPR) in dogs and cats across the domains of basic life support (chest compression rate, ventilation parameters), advanced life support (drug selection and dosing), monitoring (end-tidal CO2 targets), and post-cardiac arrest care, given the many knowledge gaps identified by the RECOVER initiative?",treatment,Veterinary Medicine,The RECOVER process identified 74 evidence worksheets with numerous knowledge gaps; many CPR recommendations for dogs and cats are extrapolated from human data without species-specific validation.,3
PMID:22676281,https://pubmed.ncbi.nlm.nih.gov/22676281/,RECOVER evidence and knowledge gap analysis on veterinary CPR. Part 7: Clinical guidelines.,Future work is needed to objectively evaluate the effects of these new clinical guidelines on CPR outcome.,Do the RECOVER evidence-based CPR guidelines for dogs and cats improve survival-to-discharge and neurological outcomes compared with previous non-standardized CPR practices in veterinary medicine?,treatment,Veterinary Medicine,The impact of implementing standardized RECOVER CPR guidelines on actual patient outcomes in veterinary practice has not been objectively evaluated.,3
PMID:37240430,https://pubmed.ncbi.nlm.nih.gov/37240430/,The Management of Diabetes Mellitus Using Medicinal Plants and Vitamins.,Very limited studies have addressed the health benefits of medicinal plants and vitamins as chemo-therapeutic/preventive agents for the management of DM.,"Can specific medicinal plants (Allium sativum/garlic, Momordica charantia/bitter melon, Hibiscus sabdariffa, Zingiber officinale/ginger) with demonstrated hypoglycemic properties be developed into standardized, evidence-based complementary therapies for diabetes mellitus management, and what are their optimal doses, safety profiles, and drug interactions?",treatment,Endocrinology,"While phytochemicals from these plants show anti-hyperglycemic activity in preliminary studies, rigorous clinical trials with standardized preparations, proper controls, and long-term safety data are lacking.",3
PMID:37240430,https://pubmed.ncbi.nlm.nih.gov/37240430/,The Management of Diabetes Mellitus Using Medicinal Plants and Vitamins.,"The cure of DM has improved over the past decades, its morbidity and mortality rates remain high. New therapeutic strategies are needed.","What novel therapeutic strategies beyond conventional pharmacotherapy can reduce the persistently high morbidity and mortality rates associated with diabetes mellitus, particularly its complications including cardiovascular disease, chronic kidney disease, blindness, and stroke?",treatment,Endocrinology,"Despite improved management, diabetes-associated complications continue to cause significant morbidity and mortality globally; comprehensive prevention strategies for diabetic complications remain inadequate.",4
PMID:37240430,https://pubmed.ncbi.nlm.nih.gov/37240430/,The Management of Diabetes Mellitus Using Medicinal Plants and Vitamins.,"Results also revealed that intake of vitamins C, D, E, or their combination improves the health of diabetes patients - but evidence is limited.","What are the optimal dosing regimens and combinations of vitamins C, D, and E for improving glycemic control, reducing inflammation, and mitigating complications in patients with diabetes mellitus, and should vitamin supplementation be routinely recommended as adjunctive therapy?",treatment,Endocrinology,"While some studies suggest vitamins C, D, and E may benefit diabetic patients, the evidence is limited, dosing is not standardized, and whether supplementation should be part of routine diabetes care is unresolved.",3
PMID:38916643,https://pubmed.ncbi.nlm.nih.gov/38916643/,Catheter replacement in catheter-associated urinary tract infection: current state of evidence.,"A significant knowledge gap exists regarding the necessity of catheter replacement as part of CAUTI treatment. Current guidelines recommend replacement for faster recovery and to prevent recurrences, but adherence is low.","Should urinary catheters be routinely replaced as part of the treatment of catheter-associated urinary tract infection (CAUTI), or can they be retained during antibiotic therapy without compromising clinical recovery or increasing recurrence rates?",treatment,Urology,"Current guidelines recommend catheter replacement during CAUTI treatment but rely heavily on a single study; two RCTs produced conflicting results, and adherence to the recommendation is low.",3
PMID:38916643,https://pubmed.ncbi.nlm.nih.gov/38916643/,Catheter replacement in catheter-associated urinary tract infection: current state of evidence.,"Current guidelines rely heavily on recommendations from a single study, emphasizing the need for further research.","What is the optimal timing and indication for catheter replacement in CAUTI treatment, and does replacement reduce antimicrobial treatment duration, recurrence rates, and overall healthcare costs compared with catheter retention?",treatment,Urology,The evidence base consists of only two small RCTs with conflicting results and two inconclusive observational studies; a definitive randomized trial with clinical endpoints is needed.,3
PMID:38916643,https://pubmed.ncbi.nlm.nih.gov/38916643/,Catheter replacement in catheter-associated urinary tract infection: current state of evidence.,"The burden of catheter replacement, including patient discomfort and resource impact, warrants careful consideration.","What is the patient-centered impact (discomfort, procedural complications, psychological burden) of routine catheter replacement for CAUTI treatment, and how should this burden be weighed against any potential clinical benefits in treatment guidelines?",treatment,Urology,The patient experience and resource implications of routine catheter replacement have not been systematically studied or incorporated into the risk-benefit analysis informing current guidelines.,2
PMID:40175032,https://pubmed.ncbi.nlm.nih.gov/40175032/,Onconephrology.,There is a significant knowledge gap that has been created by the fact that patients with an estimated glomerular filtration rate <30 mL/min are generally excluded from clinical cancer trials.,"How should cancer treatment be optimized for patients with severe chronic kidney disease (eGFR <30 mL/min), given the systematic exclusion of this population from clinical cancer trials that has created a significant knowledge gap in drug dosing, efficacy, and safety?",treatment,Nephrology,"Patients with eGFR <30 are excluded from nearly all cancer drug trials, leaving oncologists without evidence-based guidance for dosing cytotoxic chemotherapies, targeted drugs, and immunotherapies in this population.",4
PMID:40175032,https://pubmed.ncbi.nlm.nih.gov/40175032/,Onconephrology.,Oncologists rely on the clinical experience and expertise of onconephrologists to recognize and manage complications of newer targeted drugs and immunotherapies.,"What are the optimal strategies for recognizing, preventing, and managing nephrotoxicity from newer cancer therapies including immune checkpoint inhibitors, targeted kinase inhibitors, and CAR-T cell therapy in patients with pre-existing kidney disease?",treatment,Nephrology,The nephrotoxic profiles of novel cancer immunotherapies and targeted agents are still being characterized; management guidelines specific to patients with pre-existing CKD are not well established.,4
PMID:40175032,https://pubmed.ncbi.nlm.nih.gov/40175032/,Onconephrology.,Collaborate on the design of future clinical trials in this cohort.,"How should clinical cancer trials be redesigned to include patients with advanced kidney disease (eGFR <30 mL/min) and those on dialysis, and what pharmacokinetic study designs, safety monitoring protocols, and dose-adjustment frameworks would make such inclusion both safe and scientifically rigorous?",methodology,Nephrology,"Despite calls from nephrology and oncology societies, a standardized framework for including CKD/dialysis patients in cancer trials has not been established.",4
PMID:38272305,https://pubmed.ncbi.nlm.nih.gov/38272305/,Traumatic Brain Injury: A Comprehensive Review of Biomechanics and Molecular Pathophysiology.,further research is imperative to unravel the nuanced interplay between mechanical forces and their consequences at the molecular and cellular levels,"What is the precise interplay between the mechanical forces involved in primary traumatic brain injury (TBI) -- such as impact loading, blast overpressure, and rotational acceleration -- and the resulting molecular and cellular pathophysiological changes in the secondary injury cascade, including altered ion concentrations, oxidative stress, neuroinflammation, and energy disturbances?",mechanism,Neurology,"The relationship between specific biomechanical force patterns and their downstream molecular consequences remains poorly mapped, limiting the development of targeted therapeutics.",4
PMID:38272305,https://pubmed.ncbi.nlm.nih.gov/38272305/,Traumatic Brain Injury: A Comprehensive Review of Biomechanics and Molecular Pathophysiology.,guiding the development of targeted therapeutic strategies to mitigate the debilitating effects of TBI,"What targeted therapeutic strategies can be developed to mitigate the secondary injury cascade in traumatic brain injury (TBI), specifically addressing dysfunctional neurotransmitter networks, oxidative stress, impaired neuroplasticity, and neuroinflammatory responses?",treatment,Neurology,"Despite extensive characterization of the secondary injury cascade, no effective targeted therapies have been translated to clinical practice for TBI.",5
PMID:38272305,https://pubmed.ncbi.nlm.nih.gov/38272305/,Traumatic Brain Injury: A Comprehensive Review of Biomechanics and Molecular Pathophysiology.,developing effective interventions to improve outcomes for those affected,How can understanding of the bridge between biomechanical primary injury processes and secondary molecular pathophysiology in traumatic brain injury (TBI) be leveraged to develop effective clinical interventions that improve cognitive and behavioral outcomes?,treatment,Neurology,"Clinical translation of molecular-level TBI research into practical interventions remains a major unmet need, with most clinical trials failing to show benefit.",5
PMID:35371880,https://pubmed.ncbi.nlm.nih.gov/35371880/,Post-COVID-19 Pulmonary Fibrosis.,"there is still a considerable knowledge gap in the management of long-term sequelae in such patients, especially concerning pulmonary fibrosis","What are the optimal management strategies for long-term pulmonary fibrosis in patients who have recovered from severe COVID-19 infection, particularly given the roles of elevated transforming growth factor beta (TGF-beta), interleukin-6 (IL-6), and matrix metalloproteinases (MMP-1, MMP-7) in driving fibrotic remodeling?",treatment,Pulmonology,"Long-term management protocols for post-COVID-19 pulmonary fibrosis remain undefined, and the efficacy of anti-fibrotic drugs like pirfenidone and nintedanib in this specific population requires further validation.",4
PMID:35371880,https://pubmed.ncbi.nlm.nih.gov/35371880/,Post-COVID-19 Pulmonary Fibrosis.,Follow up on the current clinical trials and research to test the efficacy of various anti-inflammatory drugs is needed to prevent long-term sequelae early mortality in these patients,Which anti-inflammatory and anti-fibrotic drugs are most effective in preventing the development of irreversible pulmonary fibrosis and reducing early mortality in post-COVID-19 patients with acute respiratory distress syndrome (ARDS)?,treatment,Pulmonology,Clinical trials are ongoing but no definitive evidence exists to support specific anti-inflammatory drug regimens for preventing post-COVID-19 fibrosis.,4
PMID:35371880,https://pubmed.ncbi.nlm.nih.gov/35371880/,Post-COVID-19 Pulmonary Fibrosis.,Risk factors and comorbidities... have increased the risk for severe COVID-19 infection,"What is the precise mechanism by which comorbidities such as diabetes, hypertension, cardiovascular disease, and obesity increase the risk of developing pulmonary fibrosis after severe COVID-19 infection, and can early intervention in these comorbid conditions prevent fibrotic progression?",mechanism,Pulmonology,"While comorbidities are known risk factors, the specific molecular pathways linking them to enhanced fibrotic susceptibility post-COVID-19 remain poorly understood.",4
PMID:39696822,https://pubmed.ncbi.nlm.nih.gov/39696822/,The hidden impact of GLP-1 receptor agonists on endometrial receptivity and implantation.,the effects of GLP-1RAs on the endometrium remain unclear,"What are the effects of glucagon-like peptide-1 receptor agonists (GLP-1RAs), such as semaglutide and liraglutide, on endometrial tissue structure, function, and receptivity in women of reproductive age?",mechanism,Reproductive Medicine,"While GLP-1RAs improve ovulation and fertility in obese women, their direct effects on endometrial receptivity are unknown, creating a critical gap in reproductive safety data.",4
PMID:39696822,https://pubmed.ncbi.nlm.nih.gov/39696822/,The hidden impact of GLP-1 receptor agonists on endometrial receptivity and implantation.,Further studies are needed to investigate the impact of GLP-1RAs on endometrial receptivity and embryo implantation and early development,How do glucagon-like peptide-1 receptor agonists (GLP-1RAs) affect embryo implantation success rates and early embryonic development in women conceiving during or shortly after treatment with these medications?,mechanism,Reproductive Medicine,No studies have systematically evaluated whether GLP-1RA exposure during the periconceptional period affects implantation or early embryonic development.,4
PMID:39696822,https://pubmed.ncbi.nlm.nih.gov/39696822/,The hidden impact of GLP-1 receptor agonists on endometrial receptivity and implantation.,address potential safety concerns regarding teratogenicity and adverse developmental outcomes for children born to women conceiving during or soon after GLP-1RA treatment,"Are glucagon-like peptide-1 receptor agonists (GLP-1RAs) teratogenic, and what are the risks of adverse developmental outcomes for children born to women who conceive during or shortly after discontinuing GLP-1RA therapy for obesity or type 2 diabetes?",prognosis,Reproductive Medicine,The teratogenic potential and long-term developmental safety of periconceptional GLP-1RA exposure in humans have not been adequately studied.,5
PMID:39696822,https://pubmed.ncbi.nlm.nih.gov/39696822/,The hidden impact of GLP-1 receptor agonists on endometrial receptivity and implantation.,"knowledge gap regarding the effects of GLP-1RAs on human reproduction, with special focus on the endometrium",What new strategies for improving fertility treatment outcomes can be developed based on understanding the mechanisms by which glucagon-like peptide-1 receptor agonists (GLP-1RAs) interact with human endometrial tissue to influence implantation success or failure?,treatment,Reproductive Medicine,"A fundamental knowledge gap exists regarding GLP-1RA-endometrial interactions, preventing optimization of fertility treatment protocols for women on these widely prescribed medications.",4
PMID:38812262,https://pubmed.ncbi.nlm.nih.gov/38812262/,World Association for Bronchology and Interventional Pulmonology (WABIP) guidelines on airway stenting for malignant central airway obstruction.,stenting practices vary significantly across the world primarily due to lack of guidance,"What is the optimal evidence-based approach to airway stent selection, placement, and surveillance for patients with malignant central airway obstruction (MCAO) caused by primary lung cancer or metastatic disease, given the current lack of standardized international guidelines?",treatment,Pulmonology,"Published literature shows highly variable stenting practices worldwide, and available evidence remains insufficient to fully standardize protocols across different clinical contexts.",3
PMID:40682082,https://pubmed.ncbi.nlm.nih.gov/40682082/,"Diabetic foot prevention, assessment, and management using innovative smart wearable technology: a systematic review.",This review bridges this knowledge gap by exploring the integration of current state-of-the-art sensing modalities and smart wearables with novel actuation technology for real-time management towards effective wound healing of the DF,"How can smart miniaturized wearable technologies integrating plantar-pressure sensors, shear-force sensors, temperature monitors, humidity sensors, and pH monitors be combined with actuation technologies to enable real-time continuous monitoring and effective wound healing management in patients with diabetic foot (DF)?",treatment,Endocrinology,"While individual sensing modalities exist, their integration into a unified wearable system with actuation capability for real-time diabetic foot management has not been clinically validated.",4
PMID:40682082,https://pubmed.ncbi.nlm.nih.gov/40682082/,"Diabetic foot prevention, assessment, and management using innovative smart wearable technology: a systematic review.",A continuous monitoring wearable system that alerts patients and healthcare providers could enhance current detection and management protocols,"Can continuous wearable monitoring systems that track both mechanical parameters (plantar pressure, shear forces) and physiological parameters (temperature, humidity, microcirculation, pH) improve early detection and prevention of diabetic foot ulceration compared to current clinical protocols in type 2 diabetes patients?",prevention,Endocrinology,Clinical evidence demonstrating that wearable-based continuous monitoring reduces diabetic foot ulceration rates is lacking despite technologically promising prototypes.,3
PMID:37971968,https://pubmed.ncbi.nlm.nih.gov/37971968/,Mycetoma and the environment.,"many of its epidemiological characteristics, such as the causative organisms' ecological niche, natural habitat, primary reservoir, transmission mode, geographical distribution, incidence, and prevalence, remain unclear","What are the ecological niche, natural habitat, primary reservoir, and mode of transmission of the causative organisms of mycetoma (a chronic destructive inflammatory disease caused by bacteria or fungi that enter through skin inoculation), and what is the true global incidence and prevalence of the disease?",epidemiology,Infectious Disease,Mycetoma remains a neglected tropical disease with fundamental epidemiological characteristics still undefined due to lack of research interest and molecular diagnostic tools in endemic regions.,4
PMID:37971968,https://pubmed.ncbi.nlm.nih.gov/37971968/,Mycetoma and the environment.,there is no control or prevention program,"What control and prevention programs can be developed for mycetoma given the incomplete understanding of its transmission routes, environmental risk factors (soil type, temperature, aridity, thorny vegetation), and the role of animal dung as a potential reservoir for causative organisms?",prevention,Infectious Disease,No control or prevention program currently exists for mycetoma because key epidemiological characteristics remain unclear.,4
PMID:37971968,https://pubmed.ncbi.nlm.nih.gov/37971968/,Mycetoma and the environment.,More research interests and facilities are needed to understand disease pathogenesis and appropriate patient management better,"What are the pathogenic mechanisms underlying mycetoma disease progression, and what are the optimal treatment and management strategies for patients in endemic regions where diagnostic tools are scarce?",mechanism,Infectious Disease,"Disease pathogenesis is poorly understood, and appropriate patient management protocols are not well established for this neglected tropical disease.",4
PMID:37971968,https://pubmed.ncbi.nlm.nih.gov/37971968/,Mycetoma and the environment.,The individual's genetic and immunological backgrounds may determine the disease's susceptibility and resistance,What genetic and immunological factors determine individual susceptibility or resistance to mycetoma infection following subcutaneous inoculation of causative organisms through thorns in endemic regions?,mechanism,Infectious Disease,The host genetic and immune determinants of mycetoma susceptibility remain poorly characterized.,4
